,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
2886,240.0,240.0,37.0,88.0,0.42,8.0,29.0,0.276,19.0,22.0,0.864,17.0,34.0,51.0,18.0,11.0,1.0,13.0,20.0,101.0,,0.517,0.466,0.33,0.25,38.6,75.6,57.3,48.6,12.1,1.9,11.7,100.0,111.1,106.7,,,11.0,24.0,0.75,3.0,10.0,0.5,4.0,4.0,1.0,5.0,8.0,10.0,6.0,4.0,1.0,5.0,4.0,27.0,19.0,0.922,0.875,1.0,1.333,20.9,25.4,16.5,27.3,6.8,3.4,30.7,39.3,191.0,113.0,NYK,101,0,1,240.0,240.0,36.0,83.0,0.434,10.0,31.0,0.323,15.0,21.0,0.714,11.0,27.0,38.0,20.0,9.0,2.0,14.0,17.0,97.0,,0.526,0.494,0.373,0.253,24.4,61.4,42.7,55.6,9.9,3.4,13.2,100.0,106.7,111.1,,,14.0,30.0,0.75,6.0,16.0,0.667,4.0,6.0,1.0,5.0,11.0,14.0,8.0,4.0,1.0,5.0,3.0,38.0,9.0,0.922,1.0,1.0,2.0,14.1,39.5,19.6,42.7,9.6,1.9,66.7,35.9,157.0,121.0,CLE,97,1,2023,2023-04-15,True
2887,240.0,240.0,36.0,83.0,0.434,10.0,31.0,0.323,15.0,21.0,0.714,11.0,27.0,38.0,20.0,9.0,2.0,14.0,17.0,97.0,,0.526,0.494,0.373,0.253,24.4,61.4,42.7,55.6,9.9,3.4,13.2,100.0,106.7,111.1,,,14.0,30.0,0.75,6.0,16.0,0.667,4.0,6.0,1.0,5.0,11.0,14.0,8.0,4.0,1.0,5.0,3.0,38.0,9.0,0.922,1.0,1.0,2.0,14.1,39.5,19.6,42.7,9.6,1.9,66.7,35.9,157.0,121.0,CLE,97,1,0,240.0,240.0,37.0,88.0,0.42,8.0,29.0,0.276,19.0,22.0,0.864,17.0,34.0,51.0,18.0,11.0,1.0,13.0,20.0,101.0,,0.517,0.466,0.33,0.25,38.6,75.6,57.3,48.6,12.1,1.9,11.7,100.0,111.1,106.7,,,11.0,24.0,0.75,3.0,10.0,0.5,4.0,4.0,1.0,5.0,8.0,10.0,6.0,4.0,1.0,5.0,4.0,27.0,19.0,0.922,0.875,1.0,1.333,20.9,25.4,16.5,27.3,6.8,3.4,30.7,39.3,191.0,113.0,NYK,101,0,2023,2023-04-15,False
2888,240.0,240.0,37.0,80.0,0.463,9.0,33.0,0.273,23.0,27.0,0.852,10.0,40.0,50.0,24.0,5.0,8.0,21.0,21.0,106.0,,0.577,0.519,0.413,0.338,24.4,75.5,53.2,64.9,4.9,15.7,18.6,100.0,102.9,101.0,,,8.0,16.0,1.0,3.0,8.0,1.0,8.0,9.0,1.0,4.0,9.0,10.0,7.0,2.0,3.0,6.0,3.0,23.0,19.0,1.127,1.125,1.0,2.0,23.9,26.2,24.6,39.0,4.4,13.6,66.7,36.5,230.0,111.0,NYK,106,0,1,240.0,240.0,37.0,98.0,0.378,13.0,47.0,0.277,17.0,21.0,0.81,13.0,31.0,44.0,27.0,12.0,8.0,15.0,25.0,104.0,,0.485,0.444,0.48,0.214,24.5,75.6,46.8,73.0,11.7,17.0,12.3,100.0,101.0,102.9,,,10.0,29.0,0.667,4.0,13.0,0.5,7.0,8.0,1.0,4.0,7.0,9.0,9.0,6.0,2.0,4.0,4.0,31.0,5.0,0.735,0.7,0.875,1.333,12.0,25.7,12.3,46.5,15.4,11.2,40.0,36.3,158.0,112.0,PHI,104,1,2023,2022-11-04,True
2889,240.0,240.0,37.0,98.0,0.378,13.0,47.0,0.277,17.0,21.0,0.81,13.0,31.0,44.0,27.0,12.0,8.0,15.0,25.0,104.0,,0.485,0.444,0.48,0.214,24.5,75.6,46.8,73.0,11.7,17.0,12.3,100.0,101.0,102.9,,,10.0,29.0,0.667,4.0,13.0,0.5,7.0,8.0,1.0,4.0,7.0,9.0,9.0,6.0,2.0,4.0,4.0,31.0,5.0,0.735,0.7,0.875,1.333,12.0,25.7,12.3,46.5,15.4,11.2,40.0,36.3,158.0,112.0,PHI,104,1,0,240.0,240.0,37.0,80.0,0.463,9.0,33.0,0.273,23.0,27.0,0.852,10.0,40.0,50.0,24.0,5.0,8.0,21.0,21.0,106.0,,0.577,0.519,0.413,0.338,24.4,75.5,53.2,64.9,4.9,15.7,18.6,100.0,102.9,101.0,,,8.0,16.0,1.0,3.0,8.0,1.0,8.0,9.0,1.0,4.0,9.0,10.0,7.0,2.0,3.0,6.0,3.0,23.0,19.0,1.127,1.125,1.0,2.0,23.9,26.2,24.6,39.0,4.4,13.6,66.7,36.5,230.0,111.0,NYK,106,0,2023,2022-11-04,False
2890,240.0,240.0,27.0,82.0,0.329,7.0,32.0,0.219,30.0,35.0,0.857,9.0,37.0,46.0,17.0,3.0,7.0,9.0,19.0,91.0,,0.467,0.372,0.39,0.427,17.3,86.0,48.4,63.0,3.1,14.3,8.5,100.0,94.3,115.0,,,7.0,21.0,0.5,2.0,6.0,0.5,9.0,12.0,1.0,5.0,6.0,11.0,4.0,1.0,2.0,2.0,5.0,23.0,3.0,0.735,0.583,1.0,1.333,21.7,52.5,35.7,100.0,1.9,23.0,29.6,47.1,132.0,122.0,MEM,91,0,1,240.0,240.0,40.0,92.0,0.435,14.0,43.0,0.326,17.0,20.0,0.85,6.0,43.0,49.0,22.0,6.0,6.0,6.0,22.0,111.0,,0.551,0.511,0.467,0.217,14.0,82.7,51.6,55.0,6.2,12.0,5.6,100.0,115.0,94.3,,,13.0,26.0,1.0,4.0,13.0,1.0,5.0,5.0,1.0,1.0,9.0,9.0,4.0,2.0,3.0,2.0,5.0,34.0,26.0,1.0,1.0,1.0,0.4,5.8,30.8,17.4,34.1,2.6,9.1,20.0,44.2,200.0,106.0,HOU,111,1,2024,2023-11-22,False
2891,240.0,240.0,40.0,92.0,0.435,14.0,43.0,0.326,17.0,20.0,0.85,6.0,43.0,49.0,22.0,6.0,6.0,6.0,22.0,111.0,,0.551,0.511,0.467,0.217,14.0,82.7,51.6,55.0,6.2,12.0,5.6,100.0,115.0,94.3,,,13.0,26.0,1.0,4.0,13.0,1.0,5.0,5.0,1.0,1.0,9.0,9.0,4.0,2.0,3.0,2.0,5.0,34.0,26.0,1.0,1.0,1.0,0.4,5.8,30.8,17.4,34.1,2.6,9.1,20.0,44.2,200.0,106.0,HOU,111,1,0,240.0,240.0,27.0,82.0,0.329,7.0,32.0,0.219,30.0,35.0,0.857,9.0,37.0,46.0,17.0,3.0,7.0,9.0,19.0,91.0,,0.467,0.372,0.39,0.427,17.3,86.0,48.4,63.0,3.1,14.3,8.5,100.0,94.3,115.0,,,7.0,21.0,0.5,2.0,6.0,0.5,9.0,12.0,1.0,5.0,6.0,11.0,4.0,1.0,2.0,2.0,5.0,23.0,3.0,0.735,0.583,1.0,1.333,21.7,52.5,35.7,100.0,1.9,23.0,29.6,47.1,132.0,122.0,MEM,91,0,2024,2023-11-22,True
2892,240.0,240.0,36.0,100.0,0.36,10.0,40.0,0.25,11.0,15.0,0.733,13.0,31.0,44.0,29.0,8.0,7.0,11.0,9.0,93.0,,0.436,0.41,0.4,0.15,21.7,79.5,44.4,80.6,7.9,11.3,9.4,100.0,91.3,113.9,,,10.0,21.0,0.636,4.0,8.0,0.8,4.0,5.0,1.0,5.0,7.0,12.0,6.0,3.0,3.0,3.0,2.0,26.0,2.0,0.83,0.818,1.0,0.667,19.2,41.4,28.0,48.1,5.7,11.2,27.9,37.8,136.0,122.0,SAS,93,0,1,240.0,240.0,49.0,92.0,0.533,11.0,30.0,0.367,7.0,10.0,0.7,8.0,47.0,55.0,28.0,6.0,10.0,15.0,14.0,116.0,,0.602,0.592,0.326,0.109,20.5,78.3,55.6,57.1,5.9,16.7,13.5,100.0,113.9,91.3,,,15.0,22.0,0.75,4.0,9.0,1.0,4.0,4.0,1.0,2.0,9.0,10.0,8.0,2.0,4.0,5.0,4.0,34.0,27.0,1.0,1.0,0.571,1.0,22.7,29.4,21.1,38.2,8.7,18.7,33.3,36.8,199.0,103.0,DAL,116,1,2024,2024-02-14,False
2893,240.0,240.0,49.0,92.0,0.533,11.0,30.0,0.367,7.0,10.0,0.7,8.0,47.0,55.0,28.0,6.0,10.0,15.0,14.0,116.0,,0.602,0.592,0.326,0.109,20.5,78.3,55.6,57.1,5.9,16.7,13.5,100.0,113.9,91.3,,,15.0,22.0,0.75,4.0,9.0,1.0,4.0,4.0,1.0,2.0,9.0,10.0,8.0,2.0,4.0,5.0,4.0,34.0,27.0,1.0,1.0,0.571,1.0,22.7,29.4,21.1,38.2,8.7,18.7,33.3,36.8,199.0,103.0,DAL,116,1,0,240.0,240.0,36.0,100.0,0.36,10.0,40.0,0.25,11.0,15.0,0.733,13.0,31.0,44.0,29.0,8.0,7.0,11.0,9.0,93.0,,0.436,0.41,0.4,0.15,21.7,79.5,44.4,80.6,7.9,11.3,9.4,100.0,91.3,113.9,,,10.0,21.0,0.636,4.0,8.0,0.8,4.0,5.0,1.0,5.0,7.0,12.0,6.0,3.0,3.0,3.0,2.0,26.0,2.0,0.83,0.818,1.0,0.667,19.2,41.4,28.0,48.1,5.7,11.2,27.9,37.8,136.0,122.0,SAS,93,0,2024,2024-02-14,True
2894,240.0,240.0,41.0,93.0,0.441,10.0,31.0,0.323,23.0,29.0,0.793,15.0,34.0,49.0,23.0,6.0,4.0,13.0,21.0,115.0,,0.544,0.495,0.333,0.312,29.4,85.0,53.8,56.1,6.0,6.3,10.9,100.0,115.3,110.3,,,13.0,24.0,1.0,3.0,7.0,0.6,9.0,10.0,1.0,5.0,11.0,15.0,8.0,2.0,3.0,4.0,4.0,38.0,16.0,1.017,1.0,1.0,0.833,16.1,54.6,33.0,28.4,3.6,6.3,32.8,30.5,213.0,116.0,LAC,115,0,1,240.0,240.0,39.0,82.0,0.476,6.0,19.0,0.316,26.0,33.0,0.788,6.0,36.0,42.0,27.0,8.0,9.0,10.0,25.0,110.0,,0.57,0.512,0.232,0.402,15.0,70.6,46.2,69.2,8.0,14.5,9.4,100.0,110.3,115.3,,,10.0,19.0,0.75,3.0,7.0,0.5,10.0,10.0,1.0,2.0,10.0,11.0,11.0,4.0,3.0,5.0,5.0,27.0,14.0,0.826,0.833,1.0,1.333,31.8,40.5,22.7,37.7,4.4,16.6,36.2,28.6,147.0,123.0,PHO,110,1,2023,2023-04-16,True
2895,240.0,240.0,39.0,82.0,0.476,6.0,19.0,0.316,26.0,33.0,0.788,6.0,36.0,42.0,27.0,8.0,9.0,10.0,25.0,110.0,,0.57,0.512,0.232,0.402,15.0,70.6,46.2,69.2,8.0,14.5,9.4,100.0,110.3,115.3,,,10.0,19.0,0.75,3.0,7.0,0.5,10.0,10.0,1.0,2.0,10.0,11.0,11.0,4.0,3.0,5.0,5.0,27.0,14.0,0.826,0.833,1.0,1.333,31.8,40.5,22.7,37.7,4.4,16.6,36.2,28.6,147.0,123.0,PHO,110,1,0,240.0,240.0,41.0,93.0,0.441,10.0,31.0,0.323,23.0,29.0,0.793,15.0,34.0,49.0,23.0,6.0,4.0,13.0,21.0,115.0,,0.544,0.495,0.333,0.312,29.4,85.0,53.8,56.1,6.0,6.3,10.9,100.0,115.3,110.3,,,13.0,24.0,1.0,3.0,7.0,0.6,9.0,10.0,1.0,5.0,11.0,15.0,8.0,2.0,3.0,4.0,4.0,38.0,16.0,1.017,1.0,1.0,0.833,16.1,54.6,33.0,28.4,3.6,6.3,32.8,30.5,213.0,116.0,LAC,115,0,2023,2023-04-16,False
2896,240.0,240.0,46.0,81.0,0.568,13.0,34.0,0.382,23.0,28.0,0.821,5.0,33.0,38.0,31.0,4.0,6.0,13.0,30.0,128.0,,0.686,0.648,0.42,0.346,15.2,71.7,48.1,67.4,4.1,10.7,12.2,100.0,130.5,120.3,,,13.0,21.0,1.0,3.0,7.0,1.0,6.0,6.0,1.0,2.0,9.0,11.0,10.0,1.0,2.0,5.0,5.0,35.0,9.0,1.5,1.5,1.0,2.0,25.7,41.2,24.0,46.5,6.3,11.0,23.6,33.3,300.0,130.0,PHO,128,0,1,240.0,240.0,36.0,88.0,0.409,11.0,32.0,0.344,35.0,41.0,0.854,13.0,28.0,41.0,21.0,7.0,0.0,8.0,23.0,118.0,,0.556,0.472,0.364,0.466,28.3,84.8,51.9,58.3,7.1,0.0,7.0,100.0,120.3,130.5,,,11.0,22.0,0.667,2.0,7.0,0.667,17.0,17.0,1.0,5.0,8.0,9.0,8.0,3.0,0.0,3.0,4.0,39.0,3.0,1.031,1.0,1.0,0.773,14.7,69.6,34.9,37.7,4.7,0.0,20.5,34.2,167.0,135.0,OKC,118,1,2023,2023-04-02,True
2897,240.0,240.0,36.0,88.0,0.409,11.0,32.0,0.344,35.0,41.0,0.854,13.0,28.0,41.0,21.0,7.0,0.0,8.0,23.0,118.0,,0.556,0.472,0.364,0.466,28.3,84.8,51.9,58.3,7.1,0.0,7.0,100.0,120.3,130.5,,,11.0,22.0,0.667,2.0,7.0,0.667,17.0,17.0,1.0,5.0,8.0,9.0,8.0,3.0,0.0,3.0,4.0,39.0,3.0,1.031,1.0,1.0,0.773,14.7,69.6,34.9,37.7,4.7,0.0,20.5,34.2,167.0,135.0,OKC,118,1,0,240.0,240.0,46.0,81.0,0.568,13.0,34.0,0.382,23.0,28.0,0.821,5.0,33.0,38.0,31.0,4.0,6.0,13.0,30.0,128.0,,0.686,0.648,0.42,0.346,15.2,71.7,48.1,67.4,4.1,10.7,12.2,100.0,130.5,120.3,,,13.0,21.0,1.0,3.0,7.0,1.0,6.0,6.0,1.0,2.0,9.0,11.0,10.0,1.0,2.0,5.0,5.0,35.0,9.0,1.5,1.5,1.0,2.0,25.7,41.2,24.0,46.5,6.3,11.0,23.6,33.3,300.0,130.0,PHO,128,0,2023,2023-04-02,False
2898,240.0,240.0,38.0,100.0,0.38,14.0,42.0,0.333,19.0,21.0,0.905,18.0,29.0,47.0,24.0,9.0,7.0,6.0,25.0,109.0,,0.499,0.45,0.42,0.21,31.0,69.0,47.0,63.2,9.3,16.7,5.2,100.0,112.9,122.3,,,11.0,24.0,0.571,3.0,10.0,0.75,8.0,8.0,1.0,7.0,7.0,12.0,7.0,2.0,3.0,1.0,5.0,26.0,1.0,0.825,0.786,0.8,0.421,25.8,25.4,25.6,28.1,8.5,12.6,20.0,30.2,174.0,130.0,CHI,109,0,1,240.0,240.0,42.0,89.0,0.472,15.0,47.0,0.319,19.0,27.0,0.704,13.0,40.0,53.0,23.0,3.0,5.0,15.0,23.0,118.0,,0.585,0.556,0.528,0.303,31.0,69.0,53.0,54.8,3.1,8.6,12.9,100.0,122.3,112.9,,,13.0,22.0,0.7,3.0,9.0,0.5,8.0,14.0,1.0,3.0,8.0,11.0,5.0,1.0,3.0,5.0,4.0,35.0,24.0,0.873,0.85,1.0,1.0,18.0,26.0,18.8,32.9,2.6,8.6,50.0,37.2,185.0,125.0,MIL,118,1,2024,2023-11-13,False
2899,240.0,240.0,42.0,89.0,0.472,15.0,47.0,0.319,19.0,27.0,0.704,13.0,40.0,53.0,23.0,3.0,5.0,15.0,23.0,118.0,,0.585,0.556,0.528,0.303,31.0,69.0,53.0,54.8,3.1,8.6,12.9,100.0,122.3,112.9,,,13.0,22.0,0.7,3.0,9.0,0.5,8.0,14.0,1.0,3.0,8.0,11.0,5.0,1.0,3.0,5.0,4.0,35.0,24.0,0.873,0.85,1.0,1.0,18.0,26.0,18.8,32.9,2.6,8.6,50.0,37.2,185.0,125.0,MIL,118,1,0,240.0,240.0,38.0,100.0,0.38,14.0,42.0,0.333,19.0,21.0,0.905,18.0,29.0,47.0,24.0,9.0,7.0,6.0,25.0,109.0,,0.499,0.45,0.42,0.21,31.0,69.0,47.0,63.2,9.3,16.7,5.2,100.0,112.9,122.3,,,11.0,24.0,0.571,3.0,10.0,0.75,8.0,8.0,1.0,7.0,7.0,12.0,7.0,2.0,3.0,1.0,5.0,26.0,1.0,0.825,0.786,0.8,0.421,25.8,25.4,25.6,28.1,8.5,12.6,20.0,30.2,174.0,130.0,CHI,109,0,2024,2023-11-13,True
2900,240.0,240.0,40.0,92.0,0.435,14.0,36.0,0.389,17.0,19.0,0.895,12.0,33.0,45.0,21.0,6.0,5.0,10.0,19.0,111.0,,0.553,0.511,0.391,0.207,24.5,67.3,45.9,52.5,6.2,8.8,9.1,100.0,115.6,120.8,,,12.0,24.0,0.833,5.0,8.0,1.0,8.0,9.0,1.0,4.0,13.0,17.0,8.0,1.0,2.0,2.0,4.0,27.0,14.0,1.017,1.0,1.0,0.667,12.6,50.7,25.3,38.5,4.1,5.4,50.0,45.0,204.0,130.0,OKC,111,0,1,240.0,240.0,42.0,91.0,0.462,12.0,34.0,0.353,20.0,28.0,0.714,16.0,37.0,53.0,20.0,9.0,4.0,11.0,14.0,116.0,,0.561,0.527,0.374,0.308,32.7,75.5,54.1,47.6,9.4,7.1,9.6,100.0,120.8,115.6,,,15.0,21.0,1.0,4.0,8.0,0.5,7.0,11.0,1.0,5.0,10.0,15.0,9.0,3.0,2.0,3.0,3.0,37.0,13.0,1.042,1.0,0.7,1.0,14.0,33.3,22.2,29.6,6.3,6.4,41.0,30.9,167.0,124.0,LAL,116,1,2023,2023-03-24,False
2901,240.0,240.0,42.0,91.0,0.462,12.0,34.0,0.353,20.0,28.0,0.714,16.0,37.0,53.0,20.0,9.0,4.0,11.0,14.0,116.0,,0.561,0.527,0.374,0.308,32.7,75.5,54.1,47.6,9.4,7.1,9.6,100.0,120.8,115.6,,,15.0,21.0,1.0,4.0,8.0,0.5,7.0,11.0,1.0,5.0,10.0,15.0,9.0,3.0,2.0,3.0,3.0,37.0,13.0,1.042,1.0,0.7,1.0,14.0,33.3,22.2,29.6,6.3,6.4,41.0,30.9,167.0,124.0,LAL,116,1,0,240.0,240.0,40.0,92.0,0.435,14.0,36.0,0.389,17.0,19.0,0.895,12.0,33.0,45.0,21.0,6.0,5.0,10.0,19.0,111.0,,0.553,0.511,0.391,0.207,24.5,67.3,45.9,52.5,6.2,8.8,9.1,100.0,115.6,120.8,,,12.0,24.0,0.833,5.0,8.0,1.0,8.0,9.0,1.0,4.0,13.0,17.0,8.0,1.0,2.0,2.0,4.0,27.0,14.0,1.017,1.0,1.0,0.667,12.6,50.7,25.3,38.5,4.1,5.4,50.0,45.0,204.0,130.0,OKC,111,0,2023,2023-03-24,True
2902,240.0,240.0,50.0,110.0,0.455,6.0,28.0,0.214,18.0,28.0,0.643,28.0,39.0,67.0,31.0,10.0,4.0,9.0,19.0,124.0,,0.507,0.482,0.255,0.255,49.1,84.8,65.0,62.0,9.9,8.0,6.9,100.0,122.6,115.6,,,10.0,21.0,1.0,4.0,8.0,0.5,6.0,8.0,1.0,15.0,9.0,24.0,9.0,4.0,2.0,2.0,5.0,27.0,19.0,0.88,1.0,0.5,1.6,42.4,31.5,37.6,32.7,5.3,6.1,33.3,26.9,155.0,121.0,CHO,124,0,1,240.0,240.0,43.0,88.0,0.489,14.0,38.0,0.368,17.0,20.0,0.85,7.0,29.0,36.0,28.0,4.0,6.0,15.0,23.0,117.0,,0.604,0.568,0.432,0.227,15.2,50.9,35.0,65.1,4.0,7.3,13.4,100.0,115.6,122.6,,,7.0,17.0,0.833,3.0,7.0,1.0,4.0,4.0,1.0,4.0,5.0,9.0,6.0,2.0,4.0,3.0,4.0,17.0,22.0,1.09,1.083,1.0,1.0,13.9,20.6,13.9,51.0,3.3,7.8,25.8,30.2,204.0,132.0,WAS,117,1,2024,2023-11-10,True
2903,240.0,240.0,43.0,88.0,0.489,14.0,38.0,0.368,17.0,20.0,0.85,7.0,29.0,36.0,28.0,4.0,6.0,15.0,23.0,117.0,,0.604,0.568,0.432,0.227,15.2,50.9,35.0,65.1,4.0,7.3,13.4,100.0,115.6,122.6,,,7.0,17.0,0.833,3.0,7.0,1.0,4.0,4.0,1.0,4.0,5.0,9.0,6.0,2.0,4.0,3.0,4.0,17.0,22.0,1.09,1.083,1.0,1.0,13.9,20.6,13.9,51.0,3.3,7.8,25.8,30.2,204.0,132.0,WAS,117,1,0,240.0,240.0,50.0,110.0,0.455,6.0,28.0,0.214,18.0,28.0,0.643,28.0,39.0,67.0,31.0,10.0,4.0,9.0,19.0,124.0,,0.507,0.482,0.255,0.255,49.1,84.8,65.0,62.0,9.9,8.0,6.9,100.0,122.6,115.6,,,10.0,21.0,1.0,4.0,8.0,0.5,6.0,8.0,1.0,15.0,9.0,24.0,9.0,4.0,2.0,2.0,5.0,27.0,19.0,0.88,1.0,0.5,1.6,42.4,31.5,37.6,32.7,5.3,6.1,33.3,26.9,155.0,121.0,CHO,124,0,2024,2023-11-10,False
2904,240.0,240.0,36.0,85.0,0.424,12.0,39.0,0.308,21.0,25.0,0.84,17.0,25.0,42.0,27.0,5.0,3.0,18.0,15.0,105.0,,0.547,0.494,0.459,0.294,37.0,80.6,54.5,75.0,5.3,5.5,15.8,100.0,111.7,119.2,,,8.0,19.0,1.0,3.0,12.0,1.0,7.0,9.0,1.0,6.0,9.0,12.0,6.0,2.0,1.0,6.0,4.0,26.0,9.0,1.1,1.1,0.714,0.667,18.0,52.9,28.4,40.1,3.7,4.6,50.0,32.2,162.0,125.0,UTA,105,0,1,240.0,240.0,45.0,82.0,0.549,10.0,27.0,0.37,12.0,15.0,0.8,6.0,29.0,35.0,27.0,10.0,7.0,14.0,19.0,112.0,,0.632,0.61,0.329,0.183,19.4,63.0,45.5,60.0,10.6,15.2,13.6,100.0,119.2,111.7,,,10.0,18.0,0.8,4.0,10.0,1.0,7.0,7.0,1.0,2.0,9.0,10.0,8.0,5.0,2.0,3.0,4.0,26.0,16.0,0.9,0.9,1.0,0.389,13.5,31.4,20.8,44.3,10.2,7.5,50.0,28.6,153.0,124.0,NOP,112,1,2024,2023-12-28,False
2905,240.0,240.0,45.0,82.0,0.549,10.0,27.0,0.37,12.0,15.0,0.8,6.0,29.0,35.0,27.0,10.0,7.0,14.0,19.0,112.0,,0.632,0.61,0.329,0.183,19.4,63.0,45.5,60.0,10.6,15.2,13.6,100.0,119.2,111.7,,,10.0,18.0,0.8,4.0,10.0,1.0,7.0,7.0,1.0,2.0,9.0,10.0,8.0,5.0,2.0,3.0,4.0,26.0,16.0,0.9,0.9,1.0,0.389,13.5,31.4,20.8,44.3,10.2,7.5,50.0,28.6,153.0,124.0,NOP,112,1,0,240.0,240.0,36.0,85.0,0.424,12.0,39.0,0.308,21.0,25.0,0.84,17.0,25.0,42.0,27.0,5.0,3.0,18.0,15.0,105.0,,0.547,0.494,0.459,0.294,37.0,80.6,54.5,75.0,5.3,5.5,15.8,100.0,111.7,119.2,,,8.0,19.0,1.0,3.0,12.0,1.0,7.0,9.0,1.0,6.0,9.0,12.0,6.0,2.0,1.0,6.0,4.0,26.0,9.0,1.1,1.1,0.714,0.667,18.0,52.9,28.4,40.1,3.7,4.6,50.0,32.2,162.0,125.0,UTA,105,0,2024,2023-12-28,True
2906,240.0,240.0,43.0,85.0,0.506,9.0,30.0,0.3,12.0,17.0,0.706,10.0,23.0,33.0,26.0,4.0,2.0,10.0,24.0,107.0,,0.579,0.559,0.353,0.2,28.6,76.7,50.8,60.5,4.5,5.0,9.8,100.0,121.7,131.9,,,11.0,24.0,1.0,4.0,8.0,0.75,4.0,6.0,0.8,3.0,10.0,11.0,9.0,2.0,2.0,5.0,5.0,26.0,9.0,0.938,1.0,1.0,0.5,14.4,41.6,21.1,32.7,2.5,14.1,25.0,34.5,184.0,136.0,MIN,107,0,1,240.0,240.0,38.0,68.0,0.559,14.0,28.0,0.5,26.0,31.0,0.839,7.0,25.0,32.0,19.0,7.0,5.0,14.0,19.0,116.0,,0.71,0.662,0.412,0.456,23.3,71.4,49.2,50.0,8.0,9.1,14.6,100.0,131.9,121.7,,,12.0,20.0,1.0,5.0,11.0,1.0,8.0,10.0,1.0,2.0,6.0,8.0,5.0,5.0,3.0,4.0,4.0,33.0,15.0,1.5,1.5,1.0,1.0,33.8,35.8,23.4,90.2,7.1,9.2,50.0,33.4,237.0,130.0,DAL,116,1,2024,2024-05-26,False
2907,240.0,240.0,38.0,68.0,0.559,14.0,28.0,0.5,26.0,31.0,0.839,7.0,25.0,32.0,19.0,7.0,5.0,14.0,19.0,116.0,,0.71,0.662,0.412,0.456,23.3,71.4,49.2,50.0,8.0,9.1,14.6,100.0,131.9,121.7,,,12.0,20.0,1.0,5.0,11.0,1.0,8.0,10.0,1.0,2.0,6.0,8.0,5.0,5.0,3.0,4.0,4.0,33.0,15.0,1.5,1.5,1.0,1.0,33.8,35.8,23.4,90.2,7.1,9.2,50.0,33.4,237.0,130.0,DAL,116,1,0,240.0,240.0,43.0,85.0,0.506,9.0,30.0,0.3,12.0,17.0,0.706,10.0,23.0,33.0,26.0,4.0,2.0,10.0,24.0,107.0,,0.579,0.559,0.353,0.2,28.6,76.7,50.8,60.5,4.5,5.0,9.8,100.0,121.7,131.9,,,11.0,24.0,1.0,4.0,8.0,0.75,4.0,6.0,0.8,3.0,10.0,11.0,9.0,2.0,2.0,5.0,5.0,26.0,9.0,0.938,1.0,1.0,0.5,14.4,41.6,21.1,32.7,2.5,14.1,25.0,34.5,184.0,136.0,MIN,107,0,2024,2024-05-26,True
